middle-easy	Test_L2_R1	20	473175162213611457122724	-7	-1000,-8,-7,-8,-8,-8,-8
middle-easy	Test_L2_R1	21	5533212164224336233241461	3	-8,-1000,-1000,3,-8,-8,-8
middle-easy	Test_L2_R1	22	1231426213112346726266353	-7	-7,-1000,-7,-8,-8,-7,-7
middle-easy	Test_L2_R1	23	45277231624411643516213	8	-9,-9,8,-9,-9,-9,-9
middle-easy	Test_L2_R1	24	1667675535724753771415352132	1	1,-1,1,1,-1000,1,-1000
middle-easy	Test_L2_R1	25	41416453222527221644	10	10,-1000,10,2,8,4,4
middle-easy	Test_L2_R1	26	1715764132212113656454	-9	-1000,-10,-10,-10,-9,-10,-10
middle-easy	Test_L2_R1	27	651142666562345525716135112	2	-1000,-6,2,-7,-1000,-1000,-6
middle-easy	Test_L2_R1	28	7532455277545526	-10	-13,-13,-10,-13,-1000,-13,-13
middle-easy	Test_L2_R1	29	2737772244262123677516643354	0	-7,-1000,-7,0,-7,-7,-1000
middle-easy	Test_L2_R1	30	5746741223753516274755	8	-10,-10,-10,8,-10,-10,-10
middle-easy	Test_L2_R1	31	736655673445166272447546	-7	-9,-9,-9,-9,-7,-1000,-9
middle-easy	Test_L2_R1	32	5237261635627332664143376	8	-8,-8,-1000,-8,8,-1000,-8
middle-easy	Test_L2_R1	33	5617131757733341415	-8	-11,-11,-11,-11,-8,-11,-11
middle-easy	Test_L2_R1	34	6561461362133747245312317267	0	0,0,-6,0,-7,-6,-5
middle-easy	Test_L2_R1	35	3111642212167362762555645527	-2	-7,-1000,-2,-7,-7,-7,-7
middle-easy	Test_L2_R1	36	46212622667241121631756	-8	-9,-1000,-8,-9,-9,-1000,-9
middle-easy	Test_L2_R1	37	47611556754127222	12	-7,0,-12,12,2,12,2
middle-easy	Test_L2_R1	38	3262221111647466	-12	-13,-13,-12,-13,-13,-13,-13
middle-easy	Test_L2_R1	39	7722654117336331661371176	7	-1000,-8,-8,-8,7,-8,-8
middle-easy	Test_L2_R1	40	3237735666151513515634	-7	-8,-7,-8,-10,-8,-8,-10
middle-easy	Test_L2_R1	41	71521736623715176174362	-8	-9,-9,-8,-9,-9,-9,-9
middle-easy	Test_L2_R1	42	544111732146347	-9	-13,-9,-13,-13,-13,-13,-13
middle-easy	Test_L2_R1	43	47724652442416755146	8	-11,-11,-11,-1000,-11,8,-11
middle-easy	Test_L2_R1	44	54527613337336351111622	9	2,2,-1000,9,2,2,2
middle-easy	Test_L2_R1	45	35531254275547623	-9	-11,-11,-10,-12,-11,-11,-9
middle-easy	Test_L2_R1	46	16773414341241421774376322	-5	-6,-5,-5,-1000,-8,-5,-6
middle-easy	Test_L2_R1	47	175617344365477255	11	10,3,11,10,2,11,2
middle-easy	Test_L2_R1	48	411717625255115123554	-9	-1000,-10,-9,-10,-1000,-10,-10
middle-easy	Test_L2_R1	49	13227167421566572721	-9	-11,-11,-11,-11,-11,-11,-9
middle-easy	Test_L2_R1	50	1456346777667336372	11	-3,11,-3,10,11,-3,-3
middle-easy	Test_L2_R1	51	3464123621337153667644637227	2	-7,-7,-1000,2,-7,-1000,-7
middle-easy	Test_L2_R1	52	31266511114762722166672	-3	-1000,-8,-8,-3,-6,-1000,-8
middle-easy	Test_L2_R1	53	137616613112365341	6	-1000,3,-10,6,0,-10,-2
middle-easy	Test_L2_R1	54	6237377156733264225773	8	0,0,0,0,8,7,-1000
middle-easy	Test_L2_R1	55	55371476331451637535	10	-11,-11,-11,10,-11,-11,-11
middle-easy	Test_L2_R1	56	615475226615213226217557	-8	-9,-1000,-9,-9,-9,-9,-8
middle-easy	Test_L2_R1	57	5127773675347376151	10	-2,-2,-2,9,9,10,-1000
middle-easy	Test_L2_R1	58	7717464322265274226441151	3	-8,-1000,3,-8,-8,-8,-8
middle-easy	Test_L2_R1	59	55772343111646575236	5	-11,-11,-11,-11,-11,5,-11
middle-easy	Test_L2_R1	60	72276133256716235275764	7	-2,-2,7,7,-2,6,-2
middle-easy	Test_L2_R1	61	65452257612667655615271112	-4	-8,-8,-8,-8,-1000,-1000,-4
middle-easy	Test_L2_R1	62	2577525532532441626	-9	-9,-9,-10,-11,-9,-11,-9
middle-easy	Test_L2_R1	63	35653272262316437167672	-3	-9,-3,-9,-9,-9,-9,-9
middle-easy	Test_L2_R1	64	1243234332773245342572475767	5	5,-1000,-1000,5,4,3,-1000
